url|name|price|rating|description|instruction|country
https://goldapple.ru//19000166826-scholar-s-mate|Mind Games Scholar's Mate|18268|4.4|SCHOLAR'S MATE — ода партнерству, которая возникает у тех, кто разделяет общую цель. Аромат сочетает в себе находчивость и редкую, несравненную грацию. Лист кардамона, грейпфрут и пудровый ирис сливаются с гладким, кремовым сандаловым деревом.  Ветивер, округлый и элегантный, наполняет жизненной энергией. Тонкие нотки дыма возникают как искра, когда компаньоны, друзья и влюбленные собираются вместе. Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.|Распылите на кожу с расстояния 20-30 см.|страна происхождения США  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//83321800011-pomegranate-noir|Jo Malone London Pomegranate Noir|2400|0|Гель для душа с пикантным ароматом Pomegranate Noir бережно очищает и смягчает кожу, оставляя на ней деликатный шлейф. Обжигающая сочность рубинового граната. Экзотическое сочетание розового перца и лилии Касабланка контрастно переливается в дымных оттенках гваякового дерева. Дерзкая чувственность.    Формула, обогащенная кофеином и экстрактом пенника лугового, превращается в атласную пену при контакте с водой.  Философия сочетания ароматов: Все ароматы и текстуры Jo Malone London можно использовать самостоятельно и в сочетании с другими, создавая уникальные композиции.  Чтобы придать аромату свежих акцентов и создать более яркий образ сочетайте Pomegranate Noir с сочным ароматом ягод ежевики - Blackberry & Bay.  Чтобы придать аромату теплых оттенков и создать более чувственный образ сочетайте Pomegranate Noir с гипнотическим ароматом удового дерева - Oud & Bergamot.|Нанесите небольшое количество геля массирующими движениями на влажную кожу и тщательно смойте водой.|страна происхождения Великобритания  изготовитель: “Estee Lauder B.V.”, Nijverheidsstraat 15, B-2260 Oevel-Westerlo, Belgium/ “Эсте Лаудер Б.В.”, Нижверхестраат 15, B-2260 Увел-Вестерло, Бельгия
https://goldapple.ru//19000152730-pink-pepper-elemi-cinnamon-leather|Zielinski & Rozen Pink Pepper, Elemi, Cinnamon, Leather|2200|4.7|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность. Эрез Розен   Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.   Все ароматы Zielinski&Rozen категории унисекс.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения Россия  изготовитель: ООО Зелинский и Розен парфюмерия Юридический адрес: 111033, г. Москва, ул. Самокатная, д. 4, стр. 6, эт. 1, пом. 1, комн. 1, 1а, 1б, 2, 9 (часть); info@zielinskiandrozen.com +7 (495) 648-61-22
https://goldapple.ru//19000247263-supul-silky-body-lotion|I'm from Supul silky body lotion|2784|0|Лосьон увлажняет и питает кожу, устраняет сухость и шелушения. Средство дарит чувственный цветочный аромат и помогает поддерживать гладкость и упругость кожи тела.|После душа или ванны нанесите лосьон на чистую и сухую кожу тела, распределите легкими массирующими движениями.|страна происхождения Республика Корея
https://goldapple.ru//19000283183-bois-imperial|ESSENTIAL PARFUMS PARIS Bois imperial|1971|4.4|Увлажняющий крем для рук в алюминиевой упаковке оставляет на коже аромат BOIS IMPERIAL by Quentin Bisch.  Содержит не менее 97% ингредиентов натурального происхождения.|Нанесите крем на кожу рук аккуратными массирующими движениями.|"страна происхождения Франция  изготовитель: ESSENTIAL PARFUMS SAS"", адрес: 176 boulevard Saint-Germain 75006 Paris, Франция."
https://goldapple.ru//19000259883-cape-town|Sample 32 Cape town|4500|5|Ароматические свечи от российского бренда Sample 32 - идеальный выбор для декора вашего дома!  Разместите свечку на столе или в любом уголке дома, чтобы создать уютную, романтическую и расслабляющую атмосферу. Изготовленная из натурального соевого воска с деревянным фитилем, эта аромасвеча обладает потрясающим ароматом, который заполнит ваш дом приятными нотами парфюмированных масел. Ее треск и мягкое пламя будут сопровождать вас во время медитации, романтического вечера или просто вечернего отдыха. Красивая украшенная баночка с крышкой делает эту свечу еще более эстетичной и защищает от пыли, сохраняя ее ароматный запах. что прекрасно подойдет в качестве подарка.  Это не просто свечи, это настоящее изящное интерьерное украшение для вашей квартиры. Она создаст неповторимую атмосферу благодаря своему расслабляющему аромату и потрескиванию пламени. Не упустите возможность добавить романтики и уюта в ваш дом с помощью этой ароматической свечки.|Время горения 20 часов.|страна происхождения Россия  изготовитель: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЛИК, 191119, Г.САНКТ-ПЕТЕРБУРГ, МУНИЦИПАЛЬНЫЙ ОКРУГ ЛИГОВКА-ЯМСКАЯ, УЛ ЧЕРНЯХОВСКОГО, Д. 39,ЛИТЕРА А, smplaroma@gmail.com, +79219323251  Продавец БЛИК ООО  ОГРН / ОГРНИП 1237800063490  Юридический адрес Ленинградская обл., Город Санкт-Петербург, вн.тер. г. Муниципальный Округ Лиговка-Ямская, ул Черняховского, дом 39, литера А, помещение 1-Н КОМ. 4 Р.М. 2
https://goldapple.ru//26142400001-lavender|FRANCK BOCLET LAVENDER|9544|4.8|Lavender Franck Boclet - сильный очаровательный аромат для него! Аромат семейства ароматический, древесный. Верхние ноты: тмин, кумкват, бергамот. Ноты сердца: лаванда, яблоко, полынь, корица.|Инструкция отсутствует|страна происхождения Франция
https://goldapple.ru//19000169735-hall-of-fame|MiN NEW YORK Hall of fame|19144|0|Насыщенный аромат MIN NEW YORK – парфюмерное воплощение перехода от скромных начинаний к заслуженному признанию таланта.  Восхождение в зал славы знаменуют яркие и громкие фруктовые ноты яблока и персика.   В сердце композиции раскрывается гармоничный дуэт жасмина и мускуса. Финальный аккорд торжества объединил звучание дубового мха, амбры, лабданума и пачулей.  Этот аромат стал частью коллекции EXPERIMENTAL, в которой каждая композиция – это новая и уникальная история, открытие и вызов.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""Grey Matter Holdings Inc."", адрес: 3411 Silverside Road, Tatnall Building# 104, Wilmington, DE 19810, Соединенные Штаты Америки."
https://goldapple.ru//19000231307-gingerbread|Канделябрум Gingerbread|1584|0|Насладитесь теплым и манящим ароматом нашей пряничной ароматической свечи, тщательно созданной, чтобы перенести вас в мир уютного комфорта и восхитительных воспоминаний.  Эта очаровательная свеча обладает богатой комбинацией ароматов, которые гармонично сочетаются друг с другом, создавая идеальный сенсорный опыт для вашего дома.  С отчетливых верхних нот пикантного имбиря и сливочных стручков ванили эта свеча создает основу для неотразимого обонятельного путешествия.  Средние ноты создают восхитительное сочетание пряной корицы, землистой гвоздики, ароматного мускатного ореха и сладкой карамели - образ свежеиспеченного имбирного печенья, остывающего на решетке. По мере раскрытия аромата наша аромасвеча имбирный пряник раскрывает свои восхитительные базовые ноты: неотразимый меланж липкого карамельного меда и теплого сливочного масла, который обязательно возбудит ваши чувства и вызовет ностальгические чувства. Неважно, укутаться ли в хорошую книгу или разделить драгоценные моменты с близкими, наша арома свеча имбирный пряник создана, чтобы наполнить любое пространство теплом, уютом и атмосферой очарования. Зажгите ее и перенеситесь в свой собственный пряничный дом.|1. Извлеките свечу из упаковку.  2. Установите свечу на ровную, устойчивую и негорючую поверхность, удалённую от прямых источников тепла. 3. Убедитесь, что фитиль не слишком длинный; для идеального горения его длина должна быть около 0,5 см. 4. Для максимального раскрытия аромата и равномерного распределения воска, желательно использовать свечу в течение 2-4 часов. Не оставляйте горящую свечу без присмотра.  5. Никогда не пытайтесь дуть на свечу, чтобы погасить ее – это может привести к рассеиванию горячего расплавленного воска.  Аккуратно наденьте крышку на стакан и дайте дыму выйти из стакана. Или используйте специальный гасильник.|страна происхождения Россия  изготовитель: ИП Григорьев Денис Андреевич, ИНН 780539483340, your@candelabrum.ru
https://goldapple.ru//19000215483|TUMI Continuum 12:00 gmt|5648|4.3|Чувственный и яркий восточно-древесный аромат CONTINUUM [12:00 GMT] – идеальный компаньон в путешествиях и приключениях. С уверенным и авантюрным характером композиции TUMI знакомят ноты зеленого мандарина, ладана и амбры.   Торжество свободы и риска продолжают выразительные лабданум, ирис и листья табака. Базовые соблазнительные ноты уда, замши и дымного мускуса подчеркивают глубину и яркость композиции. Отличный выбор для тех, кто находится в поиске приключений, открытий и острых ощущений.|Только для наружного применения.|страна происхождения США  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//19000239414-late-checkout|Lera Nena Atelier Parfumes Late checkout|8990|0|L.N Atelier Parfumes – артизанальная парфюмерия ручной работы от Lera Nena. Селективы созданы с особой идеологией: каждый аромат вызывает определенные ассоциации и возвращает в тот или иной момент жизни. Они раскрываются поэтапно и сохраняются на теле, подобно второй коже, до 8 часов, а на одежде – до 2 суток. Верхние ноты: зеленый перец Ноты сердца: плющ, кориандр, корень ириса Базовые ноты: ветивер, порох, белый мускус и дым|Распылять на расстоянии 20см на тело, одежду. Избегать попадания в глаза. Использовать в пищу опасно для жизни.|страна происхождения Россия  изготовитель: ИП Грибова В.А, Российская Федерация, 190005, Санкт-Петербург, Московский проспект, дом 55  Продавец ИП Грибова Валерия Александровна  ОГРН / ОГРНИП 318784700127629  Юридический адрес Ленинградская обл., м.р-н Всеволожский, с.п. Бугровское, д Мистолово, пр-д Луговой, Дом 14
https://goldapple.ru//19000092354-nice-bergamote-by-antoine-maisondieu|ESSENTIAL PARFUMS PARIS NICE BERGAMOTE by Antoine Maisondieu|2524|3.5|Парфюмированное жидкое мыло ESSENTIAL PARFUMS PARIS мягко очищает руки и кожу тела, оставляя изысканный аромат. Средство с растительным глицерином питает кожу и не вызывает сухости после очищения. Экологичная и мягкая формула, подходящая даже для чувствительной кожи, на 98% состоит из натуральных ингредиентов. Игривый и солнечный аромат раскрывает ноты бергамота, жасмина, иланг-иланга и лепестков розы, а изысканный кедр и сладость бобов тонка дополняют яркую композицию.|нанесите на влажную кожу рук, вспеньте, затем смойте водой. Используйте в качестве геля для душа для очищения кожи тела.|"страна происхождения Франция  изготовитель: ESSENTIAL PARFUMS SAS"", адрес: 176 boulevard Saint-Germain 75006 Paris, Франция."
https://goldapple.ru//19000004553-black-pepper-amber-neroli|Zielinski & Rozen Black Pepper, Vetiver, Neroli, Amber|2200|4.8|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность. Эрез Розен   Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.   Все ароматы Zielinski&Rozen категории унисекс.  У данного продукта меняется название аромата. Актуальное название : Black Pepper, Vetiver, Neroli, Amber.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения Россия
https://goldapple.ru//19000215475|TUMI Awaken 08:00 gmt|7650|4.6|Парфюмерная вода AWAKEN [08:00 GMT] – это бодрящий и тонизирующий аромат, способный зарядить энергией на весь день. Современная свежая композиция TUMI с фужерными, цитрусовыми и древесными нотами подчеркивает уверенность и открытость миру.   Добиться пробуждающего, воодушевляющего эффекта помогают ноты цитрусов, кориандра, кипариса, мускатного шалфея и еловых иголок. Идеальный выбор для гражданина мира, чья динамичная жизнь связана с точностью среднего времени по Гринвичу.|Только для наружного применения.|страна происхождения США  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//19000215475|TUMI Awaken 08:00 gmt|7650|4.6|Парфюмерная вода AWAKEN [08:00 GMT] – это бодрящий и тонизирующий аромат, способный зарядить энергией на весь день. Современная свежая композиция TUMI с фужерными, цитрусовыми и древесными нотами подчеркивает уверенность и открытость миру.   Добиться пробуждающего, воодушевляющего эффекта помогают ноты цитрусов, кориандра, кипариса, мускатного шалфея и еловых иголок. Идеальный выбор для гражданина мира, чья динамичная жизнь связана с точностью среднего времени по Гринвичу.|Только для наружного применения.|страна происхождения США  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//19000131341-porto-di-amalfi|Vellutier Porto di Amalfi|2528|0|Свечи Vellutier — Это дизайн, элегантность и история, описанная в ароматах. Это бархатистый воск высочайшего качества, изготовленный по специальному рецепту в уникальном стакане. Его утонченная форма с характерным срезом, образует идеальную фигуру с крышкой из натурального дерева. Геральдический логотип, выгравированный на деревянной крышке, подчеркивает уникальность благородного материала, раскрывая его неповторимую структуру. Свечи Vellutier имеют специальный хлопковый фитиль, изготовленный с добавлением египетского хлопка. Для его изготовления мы используем хлопок высочайшего качества, который позволяет свече гореть красивым пламенем. Ароматы Vellutier — это тщательно подобранные элегантные композиции, которые переносят нас в далекие края, рассказывая через уникальные ноты, захватывающие истории о самых красивых уголках мира! Прекрасные виды: пляж, голубое небо и спокойное море. Почувствуйте запах чувственной Италии благодаря нотам залитых солнцем амальфитанских лимонов и белого тимьяна, подчеркнутых ароматом теплой кожи, тикового дерева и мускуса.|Инструкция отсутствует|страна происхождения Польша
https://goldapple.ru//19760310045-spontaneous-generosity|State Of Mind Spontaneous Generosity|10112|0|Наполните комнату мягким гурманским ароматом, напоминающим об удовольствии спонтанной щедрости. Парфюмерная композиция объединила ноты розы, инжира, бензоина, перуанского бальзама и сандала.  Ярко выделяются чёрный чай ассам, кумарин, бобы тонка и карамель, которые дарят ощущение теплоты. Стильный диффузор State of Mind  усилит ощущение гармонии, комфорта, уюта и станет идеальным дополнением интерьера.|1. Снимите крышку металлической банки и извлеките из нее флакон диффузора. 2. Открутите черную крышку флакона. 3. Удалите белую пластиковую пробку из горлышка флакона. 4. Закрутите обратно черную крышку и верните флакон в банку. 5. Снимите с крышки металлической банки колпачок и закройте банку крышкой. 6. Вставьте палочки через отверстия крышки банки и крышки флакона. 7. Чтобы усилить аромат, переворачивайте палочки раз в день.  Интенсивность аромата можно варьировать несколькими способами:  1) увеличивая или уменьшая количество палочек, помещенных в диффузор;  2) переворачивая все или некоторые палочки в течение дня.|страна происхождения Франция  изготовитель: ALEGRIA SAS, 36, rue des Fontaines, 92310 Sèvres, Франция
https://goldapple.ru//19000131316-madagascar-adventure|Vellutier Madagascar Adventure|3283|0|Свечи Vellutier — Это дизайн, элегантность и история, описанная в ароматах. Это бархатистый воск высочайшего качества, изготовленный по специальному рецепту в уникальном стакане. Его утонченная форма с характерным срезом, образует идеальную фигуру с крышкой из натурального дерева. Геральдический логотип, выгравированный на деревянной крышке, подчеркивает уникальность благородного материала, раскрывая его неповторимую структуру. Свечи Vellutier имеют специальный хлопковый фитиль, изготовленный с добавлением египетского хлопка. Для его изготовления мы используем хлопок высочайшего качества, который позволяет свече гореть красивым пламенем. Ароматы Vellutier — это тщательно подобранные элегантные композиции, которые переносят нас в далекие края, рассказывая через уникальные ноты, захватывающие истории о самых красивых уголках мира! Большое приключение на одном из самых интересных островов в мире ! Посетите Мадагаскар вместе с нами , и откройте для себя его величайшие ароматические сокровища в нотах ванили, белой орхидеи, гелиотропа, окутанных аккордами амбры и сандалового дерева.|Инструкция отсутствует|страна происхождения Польша
https://goldapple.ru//19000166818-blockade|Mind Games Blockade|22484|0|Лицом к лицу с противником — в блокаде на шахматном поле слабости работают на вас. Меняется восприятие, уходят мысли о сомнении и нерешительности. Динамичный и контрастный аромат вдохновляет на действие. Теплые ноты кожи, уда и амбры встречаются с бодрящей свежестью манго, острого перца и томатного листа. Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.|Распылите на кожу с расстояния 20-30 см.|страна происхождения США  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
